filename,b1_ch1_mean,b2_ch3_mean,b3_ch5_mean,b4_ch7_mean,b1_ch1_std,b2_ch3_std,b3_ch5_std,b4_ch7_std,b1_ch1_skew,b2_ch3_skew,b3_ch5_skew,b4_ch7_skew,b1_ch1_kurtosis,b2_ch3_kurtosis,b3_ch5_kurtosis,b4_ch7_kurtosis,b1_ch1_entropy,b2_ch3_entropy,b3_ch5_entropy,b4_ch7_entropy,b1_ch1_rms,b2_ch3_rms,b3_ch5_rms,b4_ch7_rms,b1_ch1_max,b2_ch3_max,b3_ch5_max,b4_ch7_max,b1_ch1_p2p,b2_ch3_p2p,b3_ch5_p2p,b4_ch7_p2p,b1_ch1_crest,b2_ch3_crest,b3_ch5_crest,b4_ch7_crest,b1_ch1_clearence,b2_ch3_clearence,b3_ch5_clearence,b4_ch7_clearence,b1_ch1_shape,b2_ch3_shape,b3_ch5_shape,b4_ch7_shape,b1_ch1_impulse,b2_ch3_impulse,b3_ch5_impulse,b4_ch7_impulse
2003-10-22 12:06:24,0.10414384765625,0.10715097656250001,0.10614848632812499,0.09480419921875001,0.08112406540569597,0.09065012686878711,0.09146302713191173,0.06008602164049359,-0.029994961741914787,-0.09208000771808558,0.03437409253210587,0.046612370389660485,1.0697168532225767,0.20983013457084443,0.40583054697351484,0.790735900517876,4.803023621505801,4.985818771001634,5.02762899600102,4.606995309353094,0.12461381908219489,0.1304552822390205,0.12888705027471,0.10902048975995292,0.72,0.674,0.496,0.413,1.108,1.033,0.896,0.6619999999999999,5.7778503644534815,5.166521343038418,3.848330758930591,3.7882787071436317,0.09092721119295545,0.09222141191481664,0.09162822031083344,0.08556725774632708,1.1965547834713253,1.2174903712886587,1.2142146792022623,1.1499542283818085,6.913514491768353,6.290189988206622,4.672699697919106,4.35634711756859
2003-10-22 12:09:13,0.103651953125,0.10818994140625,0.10665976562499999,0.09507021484375,0.07951735968709521,0.09026017306712052,0.09173435687466844,0.05942132931906082,-0.07008005894901598,-0.10144796352280161,0.0010972169837990815,0.08517017926936786,1.1621282658413783,0.22973297550194038,0.44611950007317747,1.235297149690461,4.844822680812596,5.014886141823494,4.985773574256119,4.590614116630126,0.12381119580648291,0.13148990760047422,0.12956208695061994,0.1088995061577703,0.654,0.645,0.566,0.42,1.042,0.9359999999999999,1.059,0.796,5.282236357867046,4.905319440635715,4.368561925185103,3.8567668010497376,0.09078473240912363,0.09324784668263307,0.0920413899742554,0.0860977071267697,1.1944897522304445,1.2153616675577403,1.214723154428645,1.1454639745660515,6.3095771983312545,5.961737215274424,5.306593322077722,4.417787428904829
2003-10-22 12:14:13,0.10503623046874999,0.10854829101562499,0.108740869140625,0.0961572265625,0.08021885052596733,0.0902365625850029,0.09181509581572785,0.059969338732123456,-0.04164900086326216,-0.09207886665202693,0.05307557548626336,0.009610136969093502,0.9868193618567296,0.2090448229369435,0.39009985182696827,0.9252271356923152,4.889290096303736,5.0142070368541125,5.033101982699828,4.6029295291974925,0.125246370877438,0.13190562607202594,0.1313388774598819,0.11031920615239103,0.623,0.613,0.601,0.396,0.94,0.952,0.987,0.657,4.974196023688761,4.647261972474749,4.575948962131021,3.589583480622401,0.0920560885537033,0.09354061320465204,0.0942381236265382,0.08697040207568646,1.192411135838513,1.2151792058434046,1.2078152262148363,1.147279409943111,5.931286730490131,5.64725611305812,5.526900830843825,4.118255217590007
2003-10-22 12:19:13,0.104897509765625,0.10815019531249999,0.10807324218749999,0.09681328125000001,0.08082651977434102,0.0902744190347459,0.09238734810736818,0.05991680237251443,0.00516197199283391,-0.1058068906370628,-0.023655269844474816,-0.03726128476020653,1.0348390929763482,0.18936297123550005,0.2623186056250799,0.6531193541958311,4.852677517117944,5.014886498673735,5.040680494433026,4.604411414080629,0.1251974606387471,0.13161419968450877,0.13108278894879277,0.11103715286518405,0.598,0.598,0.552,0.393,1.055,0.8839999999999999,0.8740000000000001,0.591,4.776454705623049,4.543582694218864,4.21107915407291,3.5393558809740164,0.09183076805910491,0.09294938821357393,0.09350853531380096,0.08762268477427713,1.1935217615602007,1.2169575774154595,1.2129069721196366,1.1469206645155832,5.700802634267731,5.529347388343396,5.107647266122694,4.059360398963856
2003-10-22 12:24:13,0.10477573242187499,0.10794282226562499,0.108452978515625,0.09635932617187501,0.08203625590914494,0.088863574491946,0.09193386840986201,0.0592566231495561,-0.06020003838298232,-0.09198747692402373,0.027082458212925868,0.03651714909388348,1.1107277714105175,0.2612139758183294,0.3265643109925018,0.6360237344290605,4.889979816295536,4.9438348624426895,5.032231331316988,4.594098522457136,0.12561814016563005,0.13077881512817022,0.13130738905302275,0.1101903056842882,0.623,0.725,0.527,0.376,1.0110000000000001,1.0739999999999998,0.998,0.591,4.959474795428128,5.543711336499427,4.0134831999987,3.4122784002187685,0.09147651947469657,0.09330159325286928,0.09384171570851813,0.08731815716805641,1.1989239994986054,1.2115563812696186,1.2107310546026642,1.1435354527878603,5.946033357147218,6.716518845652606,4.859248747364502,3.902061325432405
2003-10-22 12:29:13,0.105227880859375,0.10767792968749998,0.108510791015625,0.10697041015625001,0.08173065267530465,0.08986976792244074,0.09353715654274576,0.05860690872849986,-0.05418666621355988,-0.04899435306418735,-0.014677627650155003,0.006678260882489238,1.0954384831313382,0.22743809075400634,0.3244131668476826,0.6876835273025743,4.905022961463075,4.989099289963832,5.0519972013529335,4.582680701354173,0.12598810610870922,0.13043177844423118,0.13171370523405823,0.12004629722137414,0.564,0.701,0.522,0.4,0.996,1.023,0.876,0.559,4.476613050388668,5.3744571174403415,3.963141110276977,3.332047795379901,0.09198971254532133,0.09306839974493533,0.09383831354563034,0.0985582699374352,1.1972882574446015,1.2113139509903916,1.213830477146666,1.1222383558782694,5.35979623835361,6.510154885355091,4.81058146488707,3.739351839594952
2003-10-22 12:34:13,0.10503481445312499,0.10828339843749998,0.10836059570312502,0.05172290039062499,0.08131522807097966,0.09066687130761163,0.09215548845879266,0.06349524001541494,-0.020954521460797272,-0.08326078426277757,0.017207322390504157,-0.013040463821045404,0.8882823225693053,0.12557599781860862,0.24718654578119104,0.6146129681514925,4.806604118526204,5.021616184965373,5.0368219130623055,4.661240194860397,0.1254834547345162,0.13157663299979408,0.13103284248823602,0.06614774353376973,0.667,0.598,0.508,0.332,1.106,0.859,0.8180000000000001,0.64,5.3154417959815,4.544879940809367,3.876890635609982,5.019067654673775,0.091847976757335,0.0933855247736925,0.09388170750828001,0.043130393083478234,1.1946844042887994,1.215113626820077,1.2092296248280698,1.278886973356183,6.350275415563944,5.522545548338688,4.688051008798116,6.41882024195566
2003-10-22 12:39:13,0.10477006835937501,0.107296826171875,0.107924462890625,0.102547802734375,0.08023122117767152,0.08876220961766804,0.09165110775634404,0.058407751902808634,-0.014221380690042477,-0.06986921318137487,0.04980930740448313,0.023817764443336838,0.900486151205961,0.13940662371848012,0.6916871661559063,0.8688157655464264,4.889623693779724,4.998789801440498,4.900019997741563,4.575305506739287,0.12507391310834717,0.13001018946695822,0.13077409347952149,0.11574464017186985,0.603,0.613,0.623,0.398,0.984,0.877,1.167,0.591,4.821149230996252,4.71501505007646,4.763940497875127,3.4386041496954647,0.09154881000074688,0.09261639915615592,0.09346033873622465,0.09406378599020951,1.193794325678278,1.211687186894974,1.2117187334261112,1.1286896167992797,5.7554605952115185,5.713123322194609,5.7725559462026075,3.881116800044187
2003-10-22 12:44:13,0.105179345703125,0.1084056640625,0.10857607421875,0.06754951171874998,0.08081461449080882,0.08871230333279007,0.09107519166904526,0.06029709579594039,-0.020719898571069376,-0.06398514828950144,0.03539422507644955,-0.08104198042522469,0.9386431255009366,0.12450796263310115,0.3427256314683822,0.807893605468013,4.834730729332855,4.999794461357618,5.026004221833416,4.609115498847284,0.12539559920040305,0.13122485659463015,0.1309602392993528,0.08290687605775682,0.696,0.61,0.574,0.388,1.109,0.8979999999999999,0.9209999999999999,0.627,5.5504340219123325,4.648509557029775,4.383009706388316,4.679949582585901,0.09221191171917383,0.09358225408881936,0.09423354094171639,0.05794660680044311,1.1922074468340926,1.2104981573561877,1.2061611201331985,1.227349746108439,6.617268774085186,5.627012253237171,5.286615897012013,5.7439349319871
2003-10-22 12:49:13,0.10438359374999999,0.106928271484375,0.10818784179687499,0.08475034179687499,0.08124838420491792,0.08853054704518247,0.09197906941614523,0.059826631532863814,0.012966394325840649,-0.08520793570404737,0.03539391641729058,-0.02647353104049232,0.9229430061434205,-0.009855588270779592,0.44012516054839956,0.9575342277714762,4.836575907979511,4.995567980684737,5.033701450395053,4.599970334719374,0.12482766323140276,0.12981735535726002,0.1310096320185681,0.09949581664219294,0.625,0.491,0.535,0.396,1.104,0.784,0.97,0.6819999999999999,5.006902987852851,3.7822369639926645,4.083669206277704,3.980066834609701,0.09122347669488276,0.09209777534686134,0.0935770700005283,0.0753114887960373,1.1958551985704438,1.2140601690753947,1.210945979165954,1.1739872020889202,5.987530966761719,4.591863247988142,4.945102805585808,4.672547527290347
